query,article_id,article_title,neural_score,rank,is_correct
separation of judiciary from executive,395,"395. Repeals The Indian Independence Act, 1947 , and the Government of India Act, 1935 , together with all enactment s amending or supplementing the latter Act, but not including the Abolition of Privy Council Jurisdiction Act, 1949 , are hereby repealed FIRST SCHEDULE Articles 1 and 4 I THE STATES Name Territories",-11.439901358032227,35,0
separation of judiciary from executive,231,231. Establishment of a common High Court for two or more States,-11.476170744323731,36,0
separation of judiciary from executive,262,262. Adjudication of disputes relating to waters of inter State rivers or river valleys,-11.516406335449219,37,0
separation of judiciary from executive,136,136. Special leave to appeal by the Supreme Court,-11.528098309326172,38,0
separation of judiciary from executive,363,"363. Bar to interference by courts in disputes arising out of certain treaties, agreements, etc",-11.568822691345215,39,0
separation of judiciary from executive,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-11.907176000976563,40,0
freedom restrictions,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",1.161048442840576,1,0
freedom restrictions,19,19. Protection of certain rights regarding freedom of speech etc,0.8752912357330322,2,1
freedom restrictions,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",0.18667186093330385,3,0
freedom restrictions,28,28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions,-1.643395195579529,4,0
freedom restrictions,25,"25. Freedom of conscience and free profession, practice and propagation of religion",-2.2027766429901123,5,0
freedom restrictions,301,"301. Freedom of trade, commerce and intercourse Subject to the other provisions of this Part, trade, commerce and intercourse throughout the territory of India shall be free",-2.3152694313049316,6,0
freedom restrictions,21,21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law,-2.3965701301574707,7,0
freedom restrictions,27,"27. Freedom as to payment of taxes for promotion of any particular religion No person shall be compelled to pay any taxes, the proceeds of which are specifically appropriated in payment of expenses for the promotion or maintenance of any particular religion or religions denomination",-2.570984652709961,8,0
freedom restrictions,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-3.6705688148498536,9,0
freedom restrictions,22,22. Protection against arrest and detention in certain cases,-5.176398976135254,10,0
freedom restrictions,34,"34. Restriction on rights conferred by this Part while martial law is in force in any area Notwithstanding anything in the foregoing provisions of this Part, Parliament may by law indemnify any person in the service of the Union or of a State or any other person in respect of any act done by him in connection with the maintenance or restoration of order in any area within the territory of India where martial law was in force or validate any sentence passed, punishment inflicted, forfeiture ordered or other act done under martial law in such area",-5.873506689453125,11,0
freedom restrictions,194,"194. Powers, privileges, etc, of the House of Legislatures and of the members and committees thereof",-5.968408811187744,12,0
freedom restrictions,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-6.145665933227539,13,0
freedom restrictions,105,"105. Powers, privileges, etc of the Houses of Parliament and of the members and committees thereof",-6.421213048553467,14,0
freedom restrictions,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-6.426669418334961,15,0
freedom restrictions,18,"18. Abolition of titles No title, not being a military or academic distinction, shall be conferred by the State No citizen of India shall accept any title from any foreign State No person who is not a citizen of India shall, while he holds any office of profit or trust under the State, accept without the consent of the President any title from any foreign State No person holding any office of profit or trust under the State shall, without the consent of the President, accept any present, emolument, or office of any kind from or under any foreign State Right to Freedom",-6.630455541229248,16,0
freedom restrictions,197,197. Restriction on powers of Legislative Council as to Bills other than Money Bills,-7.3645180877685545,17,0
freedom restrictions,29,29. Protection of interests of minorities,-7.851439266967773,18,0
freedom restrictions,121,121. Restriction on discussion in Parliament No discussions shall take place in Parliament with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties expect upon a motion for presenting an address to the President praying for the removal of the Judge as hereinafter provided,-8.015537968444825,19,0
freedom restrictions,306,"306. Power of certain States in Part B of the First Schedule to impose restrictions on trade and commerce Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule",-8.085697769165039,20,0
freedom restrictions,32,32. Remedies for enforcement of rights conferred by this Part,-8.20092624206543,21,0
freedom restrictions,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",-8.223372305297852,22,0
freedom restrictions,24,"24. Prohibition of employment of children in factories, etc No child below the age of fourteen years shall be employed to work in any factory or mine or engaged in any other hazardous employment Provided that nothing in this sub clause shall authorise the detention of any person beyond the maximum period prescribed by any law made by Parliament under sub clause (b) of clause ( 7 ); or such person is detained in accordance with the provisions of any law made by Parliament under sub clauses (a) and (b) of clause ( 7 )",-8.329863775634765,23,0
freedom restrictions,358,358. Suspension of provisions of Article 19 during emergencies,-8.462605010986328,24,0
freedom restrictions,30,30. Right of minorities to establish and administer educational institutions,-8.502521856689453,25,0
freedom restrictions,23,23. Prohibition of traffic in human beings and forced labour,-8.883300138854981,26,0
freedom restrictions,17,17. Abolition of Untouchability Untouchability is abolished and its practice in any form is forbidden The enforcement of any disability arising out of Untouchability shall be an offence punishable in accordance with law,-8.904309518432617,27,0
freedom restrictions,360,360. Provisions as to financial emergency,-9.194756689453126,28,0
freedom restrictions,373,"373. Power of President to make order in respect of persons under preventive detention in certain cases Until provision is made by Parliament under clause ( 7 ) of Article 22, or until the expiration of one year from the commencement of this Constitution, whichever is earlier, the said article shall have effect as if for any reference to Parliament in clauses ( 4 ) and ( 7 ) thereof there were substituted a reference to the Parliament in those clauses there were substituted a reference to an order made by the President",-10.104910401916504,29,0
freedom restrictions,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-10.199119622802735,30,0
freedom restrictions,191,191. Disqualifications for membership,-10.24107353515625,31,0
freedom restrictions,300,"300. A Persons not to be deprived of property save by authority of law No person shall be deprived of his property save by authority of law PART XIII TRADE, COMMERCE AND INTERCOURSE WITHIN THE TERRITORY OF INDIA",-10.326870741271973,32,0
freedom restrictions,369,"369. Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely:",-10.573320910644531,33,0
freedom restrictions,161,"161. Power of Governor to grant pardons, etc, and to suspend, remit or commute sentences in certain cases The Governor of a State shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends",-10.586086811828613,34,0
freedom restrictions,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-10.80144091796875,35,0
freedom restrictions,364,364. Special provisions as to major ports and aerodromes,-10.884805941772461,36,0
freedom restrictions,240,240. Power of President to make regulations for certain Union territories,-10.986076538085937,37,0
freedom restrictions,375,"375. Courts, authorities and officers to continue to function subject to the provisions of the Constitution All courts of civil, criminal and revenue jurisdiction, all authorities and all officers, judicial, executive and ministerial, throughout the territory of India, shall continue to exercise their respective functions subject to the provisions of this Constitution",-10.989297149658203,38,0
freedom restrictions,291,"291. Privy purse sums of Rulers Rep by the Constitution (Twenty sixth Amendment) Act, 1971 , Section 2 CHAPTER II BORROWING",-11.21850389404297,39,0
freedom restrictions,136,136. Special leave to appeal by the Supreme Court,-11.302515232849121,40,0
state cannot discriminate,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",5.080611885070801,1,1
state cannot discriminate,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",0.6358791370391845,2,0
state cannot discriminate,16,16. Equality of opportunity in matters of public employment,-0.8973132455825805,3,0
state cannot discriminate,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-1.2360393775939942,4,0
state cannot discriminate,30,30. Right of minorities to establish and administer educational institutions,-2.7948011001586917,5,0
state cannot discriminate,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-4.004633298492432,6,0
state cannot discriminate,23,23. Prohibition of traffic in human beings and forced labour,-4.263733221435547,7,0
state cannot discriminate,19,19. Protection of certain rights regarding freedom of speech etc,-5.761058680725098,8,0
state cannot discriminate,18,"18. Abolition of titles No title, not being a military or academic distinction, shall be conferred by the State No citizen of India shall accept any title from any foreign State No person who is not a citizen of India shall, while he holds any office of profit or trust under the State, accept without the consent of the President any title from any foreign State No person holding any office of profit or trust under the State shall, without the consent of the President, accept any present, emolument, or office of any kind from or under any foreign State Right to Freedom",-7.33352951965332,9,0
state cannot discriminate,39,"39. Certain principles of policy to be followed by the State: The State shall, in particular, direct its policy towards securing",-7.717109687805176,10,0
state cannot discriminate,325,"325. No person to be ineligible for inclusion in, or to claim to be included in a special, electoral roll on grounds of religion, race, caste or sex There shall be one general electoral roll for every territorial constituency for election to either House of Parliament or to the House or either House of the Legislature of a State and no person shall be ineligible for inclusion in any such roll or claim to be included in any special electoral roll for any such constituency on grounds only of religion, race, caste, sex or any of them",-7.773040003204346,11,0
state cannot discriminate,370,370. Temporary provisions with respect to the State of Jammu and Kashmir,-8.254413679504395,12,0
state cannot discriminate,311,"311. Dismissal, removal or reduction in rank of persons employed in civil capacities under the Union or a State",-8.484183949279785,13,0
state cannot discriminate,31A,"31A. Saving of laws providing for acquisition of estates, etc ( 1 ) Notwithstanding anything contained in Article 13, no law providing for",-8.54531841430664,14,0
state cannot discriminate,29,29. Protection of interests of minorities,-8.704561978149414,15,0
state cannot discriminate,289,289. Exemption of property and income of a State from Union taxation,-8.863203872680664,16,0
state cannot discriminate,288,288. Exemption from taxation by States in respect of water or electricity in certain cases,-8.877342974853516,17,0
state cannot discriminate,309,"309. Recruitment and conditions of service of persons serving the Union or a State Subject to the provisions of this Constitution, Acts of the appropriate Legislature may regulate the recruitment, and conditions of service of persons appointed, to public services and posts in connection with the affairs of the Union or of any State: Provided that it shall be competent for the President or such person as he may direct in the case of services and posts in connection with the affairs of the Union, and for the Governor of a State or such person as he may direct in the case of services and posts in connection with the affairs of the State, to make rules regulating the recruitment, and the conditions of service of persons appointed, to such services and posts until provision in that behalf is made by or under an Act of the appropriate Legislature under this article, and any rules so made shall have effect subject to the provisions of any such Act",-8.920965768432618,18,0
state cannot discriminate,341,341. Scheduled Castes,-9.535948973083496,19,0
state cannot discriminate,320,320. Functions of Public Service Commissions,-9.54164510498047,20,0
state cannot discriminate,282,"282. Expenditure defrayable by the Union or a State out of its revenues The Union or a State may make any grants for any public purpose, notwithstanding that the purpose is not one with respect to which Parliament or the Legislature of the State, as the case may be, may make laws",-9.59076262664795,21,0
state cannot discriminate,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-9.597392065429688,22,0
state cannot discriminate,329,329. Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,-9.67467186126709,23,0
state cannot discriminate,38,38. State to secure a social order for the promotion of welfare of the people,-9.701377554321288,24,0
state cannot discriminate,286,286. Restrictions as to imposition of tax on the sale or purchase of goods,-9.811180303955078,25,0
state cannot discriminate,43,"43. Living wage, etc, for workers The State shall endeavour to secure, by suitable legislation or economic organisation or in any other way, to all workers, agricultural, industrial or otherwise, work, a living wage, conditions of work ensuring a decent standard of life and full enjoyment of leisure and social and cultural opportunities and, in particular, the State shall endeavour to promote cottage industries on an individual or co operative basis in rural areas",-9.84786074371338,26,0
state cannot discriminate,287,"287. Exemption from taxes on electricity Save in so far as Parliament may by law otherwise provide, no law of a State shall impose, or authorise the imposition of, a tax on the consumption or sale of electricity (whether produced by a Government or other persons) which is",-9.914615531921386,27,0
state cannot discriminate,285,285. Exemption of property of the Union from State taxation,-9.952706649780273,28,0
state cannot discriminate,262,262. Adjudication of disputes relating to waters of inter State rivers or river valleys,-9.954331674194336,29,0
state cannot discriminate,363,"363. Bar to interference by courts in disputes arising out of certain treaties, agreements, etc",-9.960869619750977,30,0
state cannot discriminate,46,"46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation",-9.973013040161133,31,0
state cannot discriminate,39A,39. A Equal justice and free legal aid,-10.031830770874024,32,0
state cannot discriminate,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-10.115045602416993,33,0
state cannot discriminate,243O,243O. Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,-10.325566049194336,34,0
state cannot discriminate,243Z,"243Z. G Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,",-10.326591551208496,35,0
state cannot discriminate,342,342. Scheduled Tribes,-10.466232388305665,36,0
state cannot discriminate,274,274. Prior recommendation of President required to Bills affecting taxation in which States are interested,-10.703949923706055,37,0
state cannot discriminate,50,50. Separation of judiciary from executive The State shall take steps to separate the judiciary from the executive in the public services of the State,-10.718061981201172,38,0
state cannot discriminate,214,214. High Courts for States There shall be a High Court for each State,-10.923849227905274,39,0
state cannot discriminate,300,"300. A Persons not to be deprived of property save by authority of law No person shall be deprived of his property save by authority of law PART XIII TRADE, COMMERCE AND INTERCOURSE WITHIN THE TERRITORY OF INDIA",-11.012739958190918,40,0
right to life,21,21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law,-0.05410103397369381,1,1
right to life,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-2.1387169910430908,2,0
right to life,19,19. Protection of certain rights regarding freedom of speech etc,-4.967786662292481,3,0
right to life,26,"26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right",-5.651083567810058,4,0
right to life,25,"25. Freedom of conscience and free profession, practice and propagation of religion",-6.420638056945801,5,0
right to life,48A,48A. Protection and improvement of environment and safeguarding of forests and wild life The State shall endeavour to protect and improve the environment and to safeguard the forests and wild life of the country,-7.1551302093505855,6,0
right to life,30,30. Right of minorities to establish and administer educational institutions,-7.2889836868286135,7,0
right to life,47,"47. Duty of the State to raise the level of nutrition and the standard of living and to improve public health The State shall regard the raising of the level of nutrition and the standard of living of its people and the improvement of public health as among its primary duties and, in particular, the State shall endeavour to bring about prohibition of the consumption except for medicinal purposes of intoxicating drinks and of drugs which are injurious to health",-7.314389901733398,8,0
right to life,39,"39. Certain principles of policy to be followed by the State: The State shall, in particular, direct its policy towards securing",-7.371928699493409,9,0
right to life,22,22. Protection against arrest and detention in certain cases,-7.616865856933593,10,0
right to life,43,"43. Living wage, etc, for workers The State shall endeavour to secure, by suitable legislation or economic organisation or in any other way, to all workers, agricultural, industrial or otherwise, work, a living wage, conditions of work ensuring a decent standard of life and full enjoyment of leisure and social and cultural opportunities and, in particular, the State shall endeavour to promote cottage industries on an individual or co operative basis in rural areas",-7.653998782348633,11,0
right to life,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-8.287621308898926,12,0
right to life,38,38. State to secure a social order for the promotion of welfare of the people,-8.33127562561035,13,0
right to life,32,32. Remedies for enforcement of rights conferred by this Part,-8.588503298950195,14,0
right to life,29,29. Protection of interests of minorities,-8.619927197265625,15,0
right to life,16,16. Equality of opportunity in matters of public employment,-8.908877857971191,16,0
right to life,177,"177. Rights of Ministers and Advocate General as respects the Houses Every Minister and the Advocate General for a State shall have the right to speak in, and otherwise to take part in the proceedings of, the legislative Assembly of the State or, in the case of a State having a Legislative Council, both Houses, and to speak in, and otherwise to take part in the proceedings of, any committee of the Legislature of which he may be named a member, but shall not, by virtue of this article, be entitled to vote Officers of the State Legislature",-8.993173320007324,17,0
right to life,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-9.395352236938477,18,0
right to life,88,"88. Rights of Ministers and Attorney General in respects Houses Every Minister and the Attorney General of India shall have the right to speak in, and otherwise to take part in the proceedings of either House, any joint sitting of the Houses, and any committee of Parliament of which he may be named a member, but shall not by virtue of this article be entitled to vote Officers of Parliament",-9.649983135986329,19,0
right to life,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-9.66954109802246,20,0
right to life,6,"6. Rights of citizenship of certain persons who have migrated to India from Pakistan Notwithstanding anything in Article 5, a person who has migrated to the territory of India from the territory now included in Pakistan shall be deemed to be a citizen of India at the commencement of this Constitution if",-9.985605564880371,21,0
right to life,34,"34. Restriction on rights conferred by this Part while martial law is in force in any area Notwithstanding anything in the foregoing provisions of this Part, Parliament may by law indemnify any person in the service of the Union or of a State or any other person in respect of any act done by him in connection with the maintenance or restoration of order in any area within the territory of India where martial law was in force or validate any sentence passed, punishment inflicted, forfeiture ordered or other act done under martial law in such area",-9.997755194091797,22,0
right to life,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-10.201403915405274,23,0
right to life,51A,"51A. Fundamental duties It shall be the duty of every citizen of India (a) to abide by the Constitution and respect its ideals and institutions, the national Flag and the National Anthem;",-10.417110998535156,24,0
right to life,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-10.521007153320312,25,0
right to life,312A,312A. Power of Parliament to vary or revoke conditions of service of officers of certain services,-10.537025930786132,26,0
right to life,39A,39. A Equal justice and free legal aid,-10.696737272644043,27,0
right to life,23,23. Prohibition of traffic in human beings and forced labour,-10.779796911621094,28,0
right to life,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-11.159513198852538,29,0
right to life,46,"46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation",-11.168369409179688,30,0
right to life,42,42. Provision for just and humane conditions of work and maternity relief The State shall make provision for securing just and humane conditions of work and for maternity relief,-11.227982693481446,31,0
right to life,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-11.234406802368165,32,0
right to life,131,"131. Original jurisdiction of the Supreme Court Subject to the provisions of this Constitution, the Supreme Court shall, to the exclusion of any other court, have original jurisdiction in any dispute",-11.261693936157226,33,0
right to life,325,"325. No person to be ineligible for inclusion in, or to claim to be included in a special, electoral roll on grounds of religion, race, caste or sex There shall be one general electoral roll for every territorial constituency for election to either House of Parliament or to the House or either House of the Legislature of a State and no person shall be ineligible for inclusion in any such roll or claim to be included in any special electoral roll for any such constituency on grounds only of religion, race, caste, sex or any of them",-11.27413720550537,34,0
right to life,350,350. A Facilities for instruction in mother tongue at primary stage It shall be the endeavour of every State and of every local authority within the State to provide adequate facilities for instruction in the mother tongue at the primary stage of education to children belonging to linguistic minority groups; and the President may issue such directions to any State as he considers necessary or proper for securing the provision of such facilities,-11.292583293151855,35,0
right to life,314,"314. Provision for protection of existing officers of certain services Rep by the Constitution (Twenty eight Amendment) Act, 1972 , Section 3 (w e f 29 08 1972 ) CHAPTER II PUBLIC SERVICE COMMISSION",-11.339570254516602,36,0
right to life,323B,323B. Tribunals for other matters,-11.520864599609375,37,0
right to life,339,339. Control of the Union over the administration of Scheduled Areas and the welfare of Scheduled Tribes,-11.564012252807617,38,0
right to life,312,312. All India Services,-11.72051025390625,39,0
right to life,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-12.402178747558594,40,0
public order restriction speech,19,19. Protection of certain rights regarding freedom of speech etc,0.41199640555977823,1,1
public order restriction speech,121,121. Restriction on discussion in Parliament No discussions shall take place in Parliament with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties expect upon a motion for presenting an address to the President praying for the removal of the Judge as hereinafter provided,-5.313681355285644,2,0
public order restriction speech,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",-6.604727237701416,3,0
public order restriction speech,22,22. Protection against arrest and detention in certain cases,-6.773724777984619,4,0
public order restriction speech,211,211. Restriction on discussion in the Legislature No discussion shall take place in the Legislature of a State with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties,-7.101465271759033,5,0
public order restriction speech,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-7.124429513549805,6,0
public order restriction speech,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-8.231911054229736,7,0
public order restriction speech,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-8.476090728759766,8,0
public order restriction speech,220,"220. Restriction on practice after being a permanent Judge No person who, after the commencement of this Constitution, has held office as a permanent Judge of a High Court shall plead or act in any court or before any authority in India except the Supreme Court and the other High Courts Explanation In this article, the expression High Court does not include a High Court for a State specified in Part B of the First Schedule as it existed before the commencement of the Constitution (seventh Amendment) Act, 1956",-8.617485261535645,9,0
public order restriction speech,317,317. Removal and suspension of a member of a Public Service Commission,-8.62027349395752,10,0
public order restriction speech,373,"373. Power of President to make order in respect of persons under preventive detention in certain cases Until provision is made by Parliament under clause ( 7 ) of Article 22, or until the expiration of one year from the commencement of this Constitution, whichever is earlier, the said article shall have effect as if for any reference to Parliament in clauses ( 4 ) and ( 7 ) thereof there were substituted a reference to the Parliament in those clauses there were substituted a reference to an order made by the President",-8.938775567626953,11,0
public order restriction speech,370,370. Temporary provisions with respect to the State of Jammu and Kashmir,-9.048502043151856,12,0
public order restriction speech,16,16. Equality of opportunity in matters of public employment,-9.40930796508789,13,0
public order restriction speech,23,23. Prohibition of traffic in human beings and forced labour,-9.716943098449708,14,0
public order restriction speech,358,358. Suspension of provisions of Article 19 during emergencies,-10.003437530517578,15,0
public order restriction speech,226,226. Power of High Courts to issue certain writs,-10.047227238464355,16,0
public order restriction speech,360,360. Provisions as to financial emergency,-10.335219564819337,17,0
public order restriction speech,306,"306. Power of certain States in Part B of the First Schedule to impose restrictions on trade and commerce Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule",-10.35439264678955,18,0
public order restriction speech,356,356. Provisions in case of failure of constitutional machinery in State,-10.485634037780763,19,0
public order restriction speech,319,319. Prohibition as to the holding of offices by members of Commission on ceasing to be such members On ceasing to hold office,-10.51693928527832,20,0
public order restriction speech,38,38. State to secure a social order for the promotion of welfare of the people,-10.634496374511718,21,0
public order restriction speech,352,352. Proclamation of Emergency,-10.647628591918945,22,0
public order restriction speech,257,257. Control of the Union over States in certain cases,-10.724057110595703,23,0
public order restriction speech,354,"354. Application of provisions relating to distribution of revenues while a Proclamation of Emergency is in operation (l) The President may, while a Proclamation of Emergency is in operation, by order direct that all or any of the provisions of Articles 268 to 279 shall for such period, not extending in any case beyond the expiration of the financial year in which such Proclamation ceases to operate, as may be specific in the order, have effect subject to such exceptions or modifications as he thinks fit",-10.773170616149903,24,0
public order restriction speech,213,213. Power of Governor to promulgate Ordinances during recess of Legislature,-10.781727798461914,25,0
public order restriction speech,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-10.793558103942871,26,0
public order restriction speech,181,181. The Speaker or the Deputy Speaker not to preside while a resolution for his removal from office is under consideration,-10.844915217590332,27,0
public order restriction speech,347,"347. Special provision relating to language spoken by a section of the population of a State On a demand being made in that behalf the President may, if he is satisfied that a substantial proportion of the population of a State desire the use of any language spoken by them to be recognised throughout that State or any part thereof for such purpose as he may specify CHAPTER III LANGUAGE OF THE SUPREME COURT, HIGH COURTS, ETC",-10.965689450073242,28,0
public order restriction speech,314,"314. Provision for protection of existing officers of certain services Rep by the Constitution (Twenty eight Amendment) Act, 1972 , Section 3 (w e f 29 08 1972 ) CHAPTER II PUBLIC SERVICE COMMISSION",-11.091857165527344,29,0
public order restriction speech,364,364. Special provisions as to major ports and aerodromes,-11.168950343322754,30,0
public order restriction speech,329,329. A Special provision as to elections to Parliament in the case of Prime Minister and Speaker Omitted PART XVI SPECIAL PROVISIONS RELATING TO CERTAIN CLASSES,-11.272415031433106,31,0
public order restriction speech,120,120. Language to be used in Parliament,-11.31446396636963,32,0
public order restriction speech,87,87. Special address by the President,-11.32232341003418,33,0
public order restriction speech,342,342. Scheduled Tribes,-11.393958180236817,34,0
public order restriction speech,239B,239B. Power of administrator to promulgate Ordinances during recess of Legislature,-11.408903427124024,35,0
public order restriction speech,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-11.423465454101562,36,0
public order restriction speech,176,176. Special address by the Governor,-11.435976341247558,37,0
public order restriction speech,311,"311. Dismissal, removal or reduction in rank of persons employed in civil capacities under the Union or a State",-11.500335377502442,38,0
public order restriction speech,123,123. Power of President to promulgate Ordinances during recess of Parliament,-11.521802430725097,39,0
public order restriction speech,353,"353. Effect of Proclamation of Emergency While a Proclamation of Emergency is in operation, then",-11.544472175598145,40,0
preventive detention,22,22. Protection against arrest and detention in certain cases,3.7903678581237794,1,1
preventive detention,373,"373. Power of President to make order in respect of persons under preventive detention in certain cases Until provision is made by Parliament under clause ( 7 ) of Article 22, or until the expiration of one year from the commencement of this Constitution, whichever is earlier, the said article shall have effect as if for any reference to Parliament in clauses ( 4 ) and ( 7 ) thereof there were substituted a reference to the Parliament in those clauses there were substituted a reference to an order made by the President",2.696495504760742,2,0
preventive detention,24,"24. Prohibition of employment of children in factories, etc No child below the age of fourteen years shall be employed to work in any factory or mine or engaged in any other hazardous employment Provided that nothing in this sub clause shall authorise the detention of any person beyond the maximum period prescribed by any law made by Parliament under sub clause (b) of clause ( 7 ); or such person is detained in accordance with the provisions of any law made by Parliament under sub clauses (a) and (b) of clause ( 7 )",-3.878105390930176,3,0
preventive detention,19,19. Protection of certain rights regarding freedom of speech etc,-7.0879129096984865,4,0
preventive detention,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-8.781373788452148,5,0
preventive detention,21,21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law,-9.643034382629395,6,0
preventive detention,20,20. Protection in respect of conviction for offences,-9.68969204864502,7,0
preventive detention,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",-9.81065724029541,8,0
preventive detention,23,23. Prohibition of traffic in human beings and forced labour,-10.36962063446045,9,0
preventive detention,161,"161. Power of Governor to grant pardons, etc, and to suspend, remit or commute sentences in certain cases The Governor of a State shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends",-10.409925999450683,10,0
preventive detention,243D,243D. Reservation of seats,-10.418574308776856,11,0
preventive detention,360,360. Provisions as to financial emergency,-10.520788374328614,12,0
preventive detention,352,352. Proclamation of Emergency,-10.58550147857666,13,0
preventive detention,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-10.620019638061523,14,0
